21036,4604,2
21036,9283,0
21036,14014,2
21036,17491,3
21036,2542,4
21036,6773,3
21036,11241,5
21036,15439,1
21036,19160,1
21036,4382,4
21036,9109,2
21036,13920,5
21036,17304,1
21036,2469,1
21036,6630,4
21036,11004,5
21036,15276,1
21036,19011,1
21036,3934,3
21036,9059,2
21036,13761,4
21036,17251,2
21036,2211,3
21036,6392,3
21036,10998,3
21036,15019,0
21036,18836,3
21036,3729,5
21036,8745,3
21036,13323,4
21036,17128,2
21036,1938,5
21036,6304,0
21106,10796,1
21106,14841,4
21106,18695,2
21106,3368,5
21106,8217,4
21106,12605,0
21106,16662,0
21106,1323,0
21106,5437,1
21106,10632,4
21106,14732,0
21106,18492,0
21106,3211,2
21106,8088,3
21106,12164,1
21106,16492,0
21106,1127,2
21106,5178,3
21106,10147,4
21106,14693,2
21106,18218,2
21106,2926,0
21106,8018,2
21106,11942,4
21106,16385,5
21106,1051,1
21106,5034,4
21106,9734,1
21106,14390,4
21106,17931,4
21106,2829,3
21106,7814,4
21106,11793,2
21154,14732,2
21154,18492,0
21154,3211,2
21154,8088,4
21154,12164,4
21154,16492,5
21154,1127,1
21154,5178,4
21154,10147,1
21154,14693,5
21154,18218,5
21154,2926,0
21154,8018,0
21154,11942,2
21154,16385,1
21154,1051,1
21154,5034,2
21154,9734,2
21154,14390,2
21154,17931,3
21154,2829,2
21154,7814,3
21154,11793,1
21154,15839,3
21154,586,0
21154,4796,5
21154,9497,2
21154,14213,0
21154,17693,3
21154,2641,3
21154,7325,3
21154,11482,0
21154,15594,2
21342,8972,0
21342,13587,3
21342,17221,4
21342,2103,5
21342,6375,5
21342,10967,5
21342,14969,0
21342,18805,0
21342,3727,3
21342,8700,1
21342,12954,3
21342,16919,3
21342,1926,2
21342,6265,0
21342,10796,3
21342,14841,0
21342,18695,1
21342,3368,4
21342,8217,5
21342,12605,0
21342,16662,4
21342,1323,4
21342,5437,2
21342,10632,3
21342,14732,3
21342,18492,0
21342,3211,2
21342,8088,1
21342,12164,5
21342,16492,2
21342,1127,5
21342,5178,5
21342,10147,2
21357,9509,3
21357,14314,0
21357,17864,2
21357,2772,0
21357,7410,5
21357,11674,1
21357,15645,1
21357,416,2
21357,4715,5
21357,9392,0
21357,14092,3
21357,17611,2
21357,2564,1
21357,6929,2
21357,11409,2
21357,15550,5
21357,334,4
21357,4530,5
21357,9265,1
21357,13999,0
21357,17463,0
21357,2495,0
21357,6649,1
21357,11129,5
21357,15426,4
21357,19102,0
21357,4148,5
21357,9095,1
21357,13893,0
21357,17302,0
21357,2446,1
21357,6597,0
21357,11003,3
21431,16919,1
21431,1926,5
21431,6265,3
21431,10796,0
21431,14841,1
21431,18695,1
21431,3368,1
21431,8217,2
21431,12605,2
21431,16662,0
21431,1323,0
21431,5437,1
21431,10632,0
21431,14732,0
21431,18492,0
21431,3211,1
21431,8088,2
21431,12164,5
21431,16492,2
21431,1127,5
21431,5178,2
21431,10147,2
21431,14693,3
21431,18218,5
21431,2926,1
21431,8018,0
21431,11942,4
21431,16385,5
21431,1051,1
21431,5034,5
21431,9734,2
21431,14390,5
21431,17931,4
21436,17545,3
21436,2558,2
21436,6880,2
21436,11284,0
21436,15494,4
21436,235,5
21436,4423,0
21436,9231,4
21436,13934,3
21436,17406,3
21436,2487,3
21436,6644,1
21436,11068,1
21436,15371,1
21436,19022,1
21436,4026,4
21436,9073,0
21436,13796,2
21436,17258,0
21436,2226,0
21436,6437,3
21436,11000,1
21436,15024,1
21436,18871,4
21436,3788,1
21436,8897,3
21436,13471,3
21436,17154,2
21436,2089,5
21436,6364,4
21436,10878,1
21436,14948,0
21436,18793,1
21452,18871,4
21452,3788,5
21452,8897,4
21452,13471,5
21452,17154,5
21452,2089,2
21452,6364,2
21452,10878,3
21452,14948,1
21452,18793,1
21452,3713,2
21452,8406,3
21452,12893,4
21452,16856,1
21452,1800,2
21452,6107,3
21452,10790,1
21452,14822,3
21452,18594,4
21452,3227,0
21452,8191,4
21452,12486,1
21452,16608,0
21452,1235,4
21452,5281,5
21452,10595,0
21452,14711,5
21452,18459,3
21452,3186,2
21452,8064,3
21452,12154,3
21452,16414,0
21452,10878,0
21453,18944,2
21453,3841,4
21453,8972,0
21453,13587,0
21453,17221,3
21453,2103,3
21453,6375,2
21453,10967,4
21453,14969,4
21453,18805,3
21453,3727,0
21453,8700,4
21453,12954,3
21453,16919,5
21453,1926,2
21453,6265,3
21453,10796,2
21453,14841,4
21453,18695,3
21453,3368,3
21453,8217,0
21453,12605,1
21453,16662,2
21453,1323,4
21453,5437,1
21453,10632,4
21453,14732,5
21453,18492,5
21453,3211,0
21453,8088,5
21453,12164,0
21453,16492,1
21453,10967,5
21457,19160,3
21457,4382,3
21457,9109,2
21457,13920,3
21457,17304,5
21457,2469,5
21457,6630,5
21457,11004,5
21457,15276,1
21457,19011,3
21457,3934,5
21457,9059,2
21457,13761,0
21457,17251,0
21457,2211,1
21457,6392,0
21457,10998,0
21457,15019,5
21457,18836,3
21457,3729,2
21457,8745,2
21457,13323,1
21457,17128,1
21457,1938,5
21457,6304,1
21457,10816,3
21457,14944,5
21457,18743,5
21457,3401,4
21457,8241,2
21457,12812,1
21457,16846,0
21457,11004,4
21469,1407,1
21469,5862,0
21469,10641,4
21469,14794,5
21469,18504,4
