1,1371,2.5
1,2294,2.0
1,2193,2.0
1,2105,4.0
1,1405,1.0
1,2455,2.5
2,468,4.0
2,339,3.0
2,349,4.0
2,350,4.0
2,364,3.0
2,377,3.0
2,405,2.0
2,410,3.0
2,454,4.0
2,457,3.0
2,480,4.0
2,497,3.0
2,500,4.0
2,508,4.0
2,319,1.0
2,509,4.0
2,537,4.0
2,539,3.0
2,550,3.0
2,551,5.0
2,552,3.0
2,585,5.0
2,586,3.0
2,587,3.0
2,588,3.0
2,661,4.0
2,590,5.0
2,616,3.0
2,592,5.0
2,527,4.0
2,317,2.0
2,593,3.0
2,300,3.0
2,62,3.0
2,110,4.0
2,17,5.0
2,144,3.0
2,150,5.0
2,153,4.0
2,161,3.0
2,165,3.0
2,168,3.0
2,185,3.0
2,186,3.0
2,222,5.0
2,314,4.0
2,225,3.0
2,235,3.0
2,223,1.0
2,253,4.0
2,261,4.0
2,265,5.0
2,296,4.0
2,292,3.0
2,266,5.0
2,248,3.0
2,272,3.0
2,273,4.0
3,595,2.0
3,1721,4.5
3,1884,4.0
3,593,3.0
3,247,3.5
3,1271,3.0
3,1378,4.0
3,2694,3.0
3,2028,4.0
3,267,3.0
3,318,5.0
3,866,3.0
3,778,4.0
3,2762,3.5
3,1580,3.5
3,2959,5.0
3,110,4.0
3,588,3.0
3,527,3.0
3,2841,4.0
3,296,4.5
3,377,2.5
3,592,3.0
4,590,3.0
4,153,4.0
4,185,3.0
4,1968,5.0
4,296,5.0
4,364,5.0
4,349,5.0
4,410,3.0
4,480,5.0
4,2000,5.0
4,588,5.0
4,616,5.0
4,1580,5.0
4,2005,5.0
4,112,5.0
4,141,5.0
4,2110,3.0
4,2114,5.0
4,2115,5.0
4,1544,3.0
4,2124,4.0
4,2140,5.0
4,2141,4.0
4,1396,5.0
4,2143,4.0
4,2109,5.0
4,2144,5.0
4,2263,3.0
4,2268,5.0
4,2289,5.0
4,2348,4.0
4,2371,4.0
4,2002,3.0
4,1387,5.0
4,2454,5.0
4,2616,1.0
4,2161,5.0
4,2640,5.0
4,2102,5.0
4,1917,4.0
4,2014,4.0
4,2018,5.0
4,1961,5.0
4,2020,4.0
4,2021,4.0
4,2033,4.0
4,2034,4.0
4,2046,5.0
4,2054,3.0
4,1858,5.0
4,1954,5.0
4,2078,5.0
4,1918,2.0
4,2080,5.0
4,2085,5.0
4,2086,5.0
4,2087,5.0
4,2091,5.0
4,2094,4.0
4,2100,5.0
4,2064,5.0
4,2003,2.0
4,2699,4.0
4,2734,4.0
4,1073,5.0
4,919,5.0
4,913,5.0
4,910,4.0
4,903,5.0
4,858,5.0
4,596,5.0
4,594,5.0
4,541,5.0
4,1089,5.0
4,464,4.0
4,440,4.0
4,435,1.0
4,434,4.0
4,1967,3.0
4,431,3.0
4,380,3.0
4,329,3.0
4,289,4.0
4,173,3.0
4,442,4.0
4,1380,5.0
4,1125,5.0
4,1213,5.0
4,2770,1.0
4,2788,5.0
4,2791,5.0
4,1377,3.0
4,3016,3.0
4,3034,5.0
4,3040,5.0
4,3060,5.0
4,3101,4.0
4,1127,5.0
4,1376,3.0
4,3210,4.0
4,1374,4.0
4,1372,3.0
4,1285,4.0
4,1282,5.0
4,1278,5.0
4,1265,5.0
4,1259,4.0
4,1257,5.0
4,3104,4.0
4,260,5.0
4,1994,5.0
4,1371,4.0
4,2105,4.0
4,2193,3.0
5,1393,3.5
5,1997,3.5
5,4025,4.5
5,1961,4.0
5,588,3.5
5,1682,4.0
5,364,4.0
5,788,3.5
5,1777,4.0
5,500,4.5
5,4995,4.5
5,104,4.0
5,2294,4.0
5,1721,4.0
5,903,3.5
5,3176,3.5
5,919,4.0
5,597,5.0
5,440,4.0
5,1544,3.5
5,858,2.5
5,1380,5.0
5,277,4.5
5,1923,4.5
5,2694,4.5
5,344,3.5
5,2762,3.5
5,2023,1.5
5,150,4.0
5,141,4.0
5,5995,4.0
5,5816,3.0
5,8464,4.0
5,2502,3.5
5,1485,4.5
5,595,4.0
5,3,4.0
5,1247,4.0
5,231,3.5
5,586,4.0
5,2770,3.5
5,1968,4.0
5,2355,3.5
5,6373,4.0
5,3114,3.5
5,377,4.0
6,173,2.0
6,2761,4.5
6,293,5.0
6,596,4.0
6,2528,3.0
6,1259,4.5
6,2019,4.0
6,2502,3.5
6,2072,4.0
6,1358,2.0
6,1285,4.5
6,1250,4.5
6,2001,3.0
