57,2455,5.0
57,1262,5.0
57,2289,5.0
57,2294,5.0
57,1249,5.0
57,800,5.0
152,318,3.0
152,3578,4.0
166,6016,3.0
166,4816,3.0
166,3594,2.0
166,318,4.0
166,6936,4.0
166,8368,4.5
166,919,5.0
166,8873,3.0
166,6593,3.0
166,8874,4.0
166,7451,5.0
166,4701,1.0
166,2321,4.0
166,6373,2.5
166,2324,4.0
166,4025,3.0
166,6535,1.0
166,4369,1.0
166,8645,3.0
166,5066,2.0
166,8961,5.0
166,8366,4.0
166,2291,5.0
166,4641,3.0
166,3512,2.0
166,4232,4.0
166,4973,5.0
166,6537,2.0
166,4368,0.5
166,4248,1.0
166,4886,5.0
166,1073,5.0
166,5618,4.0
166,4226,3.0
166,595,5.0
166,588,5.0
166,5481,1.5
166,4235,3.0
166,608,4.0
166,5816,4.0
166,4639,2.0
166,527,3.0
166,8970,2.0
166,5971,3.5
166,5620,2.0
273,260,4.5
273,527,4.5
273,899,4.5
273,1608,5.0
273,2028,5.0
273,4896,4.0
273,3578,5.0
273,110,5.0
273,1580,5.0
273,8665,5.0
273,648,4.5
273,318,5.0
273,364,4.5
273,1682,4.5
273,1732,4.0
273,8368,4.0
273,780,4.0
273,2268,4.5
273,3114,4.5
273,8961,4.0
273,4886,4.5
273,858,4.0
302,597,5.0
302,260,5.0
302,2085,4.0
302,919,5.0
302,480,4.0
302,2501,4.0
302,3062,4.0
302,2028,5.0
390,2097,4.0
390,4148,3.0
390,7454,2.0
390,2085,3.0
390,2687,4.0
390,1673,4.0
390,234,1.0
390,2605,3.0
390,5971,4.0
390,1721,3.0
390,1639,4.0
390,8043,2.0
390,592,4.0
390,3087,4.0
390,8291,3.0
390,2064,4.0
390,1371,2.0
390,4290,3.0
390,1580,4.5
390,2094,2.0
390,4993,2.0
390,2084,1.0
390,2114,4.0
390,1375,4.0
390,3763,3.0
390,5995,5.0
390,4886,5.0
390,451,2.0
390,2139,4.0
390,405,2.0
390,674,4.0
390,551,4.0
390,457,4.0
390,7304,2.0
390,4990,3.0
390,110,5.0
390,4599,2.0
390,1991,3.0
390,1586,2.0
390,1968,5.0
390,9005,3.5
390,70,3.0
390,2001,3.0
390,173,1.0
390,3396,4.0
390,296,5.0
390,466,3.0
390,2294,2.0
390,1379,4.0
390,1405,3.0
390,435,2.0
390,3159,5.0
390,4105,4.0
390,253,4.0
